province,year,driver.TSA,Driver.TNA,sahel_rainfall,QBO,NAO,gmsst,EA,AMM_sst,Driver.NTA,AMO_sst,Driver.AO,PDO,PRCPTOT,R10mm,R1mm,R20mm,R5mm,R95pTOT,R99pTOT,RX1day,RX5day,SDII,CWD,CDD,TNn,TNx,TXx,TXn,Chirts_Tmax_Temp,Chirts_Tmin_Temp,ERA5_Pressure,ERA5_wins,chirps_Prec,ERA5_soil_moisture,NDVI,Mil.rendement
Comoe,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,734.0151923,31,54,13,40,182.396665,0,72.21690369,39.91664788,13.59287393,10,8,22.15295256,24.54572584,35.03283123,26.97222422,30.41899844,23.28071576,101283.9578,2.08543944,1055.311729,0.369916565,0.259616447,2949.4
Houet,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,540.8549297,22,55,7,34,37.75928307,0,59.18527985,37.75928307,9.833725995,9,10,21.97502656,25.51534393,34.74036446,26.40412979,30.80473675,23.55865498,101237.6382,2.346400351,807.8063126,0.355329474,0.163191526,714.6
Comoe,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,664.5941198,26,61,8,38,97.3817402,0,67.03057861,35.36088335,10.89498557,10,10,21.78789699,24.79714597,34.14365272,26.98793941,30.29249251,23.30635805,101288.9782,2.113195281,1050.921033,0.377921727,0.242924808,948
Kadiogo,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,513.2298993,21,44,8,33,30.31998222,0,47.02460861,30.31998222,11.66431589,4,6,23.18118836,27.69290739,36.55186576,28.1567521,32.55446758,25.05662275,101174.7055,2.41010291,681.5914799,0.309874617,0.098153998,735
Kenedougou,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,608.5262722,22,52,11,40,103.3530011,0,71.95779419,36.98715188,11.70242831,7,11,22.02007077,25.35605808,34.56446092,26.53235075,30.83647625,23.47600971,101253.0502,2.268942759,924.4717352,0.356677252,0.180015984,1256
Kossi,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,427.7709126,19,42,3,31,27.89508216,0,50.65839005,27.89508216,10.18502173,4,8,21.96989373,26.731687,38.88365974,28.13482142,32.59268382,24.13539536,101151.8549,2.438156965,621.2854603,0.273289699,0.104809282,780
Ganzourgou,2003,0.296666667,0.093333333,63.66666667,-13.3,-0.013333333,0.736666667,0.416666667,-1.136666667,0.02,0.133,0.245666667,0.916666667,534.6874104,24,50,5,40,30.94516199,0,42.8055954,30.94516199,10.69374821,6,8,23.37003656,26.74847841,35.9355273,28.59242191,32.10550709,24.88491058,101202.125,2.220983087,762.0290966,0.37829658,0.10044979,620.6
Kouritenga,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,451.9894794,21,43,5,32,0,0,36.62366867,23.81115211,10.51138324,6,6,23.02943984,27.12095442,36.2573345,28.35780131,32.31377127,24.73773121,101180.4306,2.532939561,659.930904,0.306280369,0.08123509,964
Ganzourgou,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,456.5996164,17,49,7,32,64.96677048,0,51.34067917,35.48860605,9.318359518,6,13,23.09998557,27.00639901,36.11134689,28.97669354,32.23328097,24.79348289,101184.1972,2.299227201,652.6889719,0.32355414,0.26010354,1147.7
Ganzourgou,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,585.2960367,24,45,9,35,188.0945094,0,52.96780014,37.50014826,13.00657859,5,12,23.04078186,26.54813012,36.43418345,28.51120322,32.33878929,24.94251016,101193.9387,2.448725166,785.1435019,0.326152451,0.268407371,1052.3
Mouhoun,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,465.8114234,23,53,3,30,0,0,50.81454849,23.84867208,8.78889478,4,12,22.0220042,26.11050804,35.91484973,26.62764198,31.53839199,23.79803624,101185.9818,2.471409607,674.195164,0.312697723,0.109426319,882.2
Ganzourgou,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,462.837091,23,53,1,38,0,0,42.1462822,24.91676449,8.732775302,7,8,22.81771259,26.67540428,35.83934364,28.39813833,32.11500601,24.73649081,101175.3657,2.345776141,625.9443489,0.339062177,0.247036263,1415.4
Nahouri,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,580.2480599,24,47,9,35,31.47349924,0,62.9977684,31.47349924,12.3457034,5,7,22.75885524,26.17577771,35.40670161,27.0400455,31.03949548,24.1953359,101217.1097,2.465736789,842.5079684,0.33339757,0.142515132,1032.1
Ganzourgou,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,535.9021886,18,48,5,32,165.532879,69.51655479,89.48438263,69.51655479,11.16462893,13,8,22.98248087,26.55804094,36.90831146,28.16044334,32.29831481,24.91078522,101153.0559,2.324044166,697.9337242,0.34756331,0.278802645,751.5
Ganzourgou,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,573.0755556,23,44,9,34,159.6498898,40.46248143,48.92101669,40.46248143,13.02444445,5,8,22.49085719,25.94098338,36.41960913,26.58222236,32.01309896,24.02003528,101128.922,2.292617104,758.5825719,0.352308366,0.264385888,843.6
Namentenga,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,406.0028611,17,47,3,34,27.09148242,0,40.05822754,27.09148242,8.638358748,6,14,23.36346926,27.55783733,38.62394446,29.02074947,33.58760048,25.12839846,101117.1935,2.772966616,583.5864266,0.208468782,0.073854564,521.4
Ganzourgou,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,658.4384173,26,52,9,39,241.0018194,84.68409733,71.8575592,43.76312087,12.66227726,8,10,22.42906823,26.23117803,36.29567779,27.88510839,32.49621123,24.40699109,101189.6732,2.2134851,881.2160312,0.321683672,0.273067414,792.4
Oubritenga,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,462.9732489,20,47,6,32,29.64568802,0,58.95159149,29.64568802,9.850494656,5,8,23.12980073,27.91943142,37.31537702,28.59574142,33.04322936,25.11972409,101152.3077,2.429599487,640.2379204,0.262505804,0.087938152,582.1
Ganzourgou,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,580.8028214,29,53,6,37,64.30436407,0,51.69451141,35.38580018,10.9585438,6,8,22.24340718,26.10889155,37.07753519,26.65282969,31.71441897,24.26385572,101130.8782,2.38023088,846.8550841,0.362820167,0.253979335,770.7
Oudalan,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,267.7842627,8,39,1,21,23.47604049,0,33.87277985,23.47604049,6.866263145,5,13,24.19448159,29.63325353,41.92843831,31.29417373,36.06249931,26.56779609,101023.4841,3.662152957,365.135029,0.150609895,0.066238541,290
Ganzourgou,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,500.9048523,19,42,6,30,118.9985367,90.96272717,71.34627533,50.27018192,11.92630601,5,8,22.36848081,26.46062205,36.20766358,28.73765307,32.41526621,24.37697978,101161.7631,2.329948781,711.6074717,0.335481379,0.26499679,861.8
Ganzourgou,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,650.0411832,28,56,11,38,71.53950308,38.06365274,52.27850723,38.06365274,11.60787827,6,6,23.00048466,26.05419547,36.68761939,26.96274721,32.11711208,24.49879589,101226.1028,2.227806973,848.2280791,0.382126688,0.258850711,743.7
Passore,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,419.9939931,19,43,5,30,30.08738992,0,47.95034409,30.08738992,9.767302164,6,8,22.58153081,27.45363016,36.93296628,27.70673835,32.92985312,24.8386313,101154.0486,2.400600645,578.5546611,0.21063636,0.10201289,684
Ganzourgou,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,518.1346607,21,50,7,34,101.9638078,39.54779426,60.83118057,39.54779426,10.36269321,6,9,23.07966932,26.39179034,36.50488798,28.55672868,32.21820571,24.5747588,101190.1048,2.325126738,719.7828918,0.349804064,0.261681538,926.7
Poni,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,588.3276651,22,47,11,34,130.4616219,0,67.36745453,37.90015794,12.5176099,5,8,21.58627629,24.73941291,34.59939703,25.86263083,30.00763634,23.0573935,101261.303,2.412075915,957.8287512,0.349802543,0.199755799,823
Ganzourgou,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,571.4471033,26,52,8,35,70.86155455,39.09028127,55.37372589,39.09028127,10.98936737,6,7,22.9128354,26.58836972,37.42074035,28.08931996,32.37935962,24.96357401,101227.786,2.435797348,784.5644758,0.345403478,0.107638297,1031
Ganzourgou,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,643.9928638,27,58,5,43,89.60010547,0,49.70641327,31.43236669,11.10332524,11,7,23.19459172,27.20314993,37.55438379,28.20462282,32.50407107,25.01346607,101209.4652,2.139424439,812.738631,0.372051107,0.087860369,865.1
Sanguie,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,447.7222028,20,48,3,33,28.31206439,0,51.49850082,28.31206439,9.327545891,6,10,22.2466746,26.50610585,35.7655929,26.81393018,31.68636451,24.08275164,101182.4198,2.36601164,639.4997643,0.23988773,0.107320772,755.7
Ganzourgou,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,666.1645212,28,58,7,44,125.1433437,0,56.48714828,37.5332463,11.48559519,5,8,22.44717839,26.37893514,36.11753265,27.40517949,32.25485596,24.67977266,101211.8235,2.228919328,854.3642962,0.376288518,0.093524709,964.2
Sanmatenga,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,398.8291191,15,49,2,30,52.0926826,0,44.72190475,27.1487935,8.139369778,5,14,23.17377138,27.55931021,38.44536944,28.95009213,33.56030442,25.04929411,101121.6794,2.747137694,581.2402119,0.180863019,0.079323765,506.3
Seno,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,298.8961573,9,39,1,21,25.937634,0,36.27831268,25.937634,7.664004034,5,14,24.09032736,28.71259912,40.35957796,30.34391485,34.87782059,26.28552396,101069.9156,3.255173572,443.124687,0.246613137,0.07395939,555.6
Sissili,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,559.333864,25,47,9,35,61.19074995,0,65.77337646,32.76537595,11.90072051,5,10,22.36431949,25.80680649,35.68052229,26.5871773,30.98453877,23.84068209,101223.6721,2.39644391,821.4934916,0.305162945,0.167523401,818.5
Gnagna,2003,0.296666667,0.093333333,63.66666667,-13.3,-0.013333333,0.736666667,0.416666667,-1.136666667,0.02,0.133,0.245666667,0.916666667,549.606558,22,50,9,39,117.9367213,36.84656588,54.81409836,36.84656588,10.99213116,6,10,23.76178588,27.65129911,37.91680262,29.5320868,33.13250204,25.38312353,101164.6187,2.398596075,776.4161588,0.28277438,0.087993463,949.1
Soum,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,291.4896104,11,40,1,23,43.51751414,0,39.90608978,24.30935555,7.287240261,5,14,23.25374618,28.61858358,40.52954853,29.71638487,34.83085632,25.65892086,101060.9783,3.374702051,415.5460907,0.179946888,0.065684264,304.5
Gnagna,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,416.91413,18,37,6,27,109.6224039,0,37.47618866,28.87200974,11.26794946,5,17,23.40447526,27.63780929,38.22068242,29.11311524,33.35313052,25.26816862,101140.8557,2.512865515,564.089829,0.209435874,0.222612718,979.1
Gnagna,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,515.1947403,24,42,10,34,83.14221134,0,49.2393074,28.20511472,12.26654144,8,10,22.90686526,27.2775671,38.0831499,29.12575588,33.40846837,25.31536004,101150.0539,2.632272731,736.4612143,0.220365427,0.232744909,997.2
Sourou,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,400.9777744,17,42,6,26,22.97682856,0,39.11425018,22.97682856,9.547089866,3,11,22.17924365,27.20882248,39.35589911,27.91962821,33.02258615,24.54347739,101132.455,2.460918014,549.2087285,0.217341044,0.109100115,1045
Gnagna,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,426.6920017,16,51,2,34,0,0,41.81618118,22.31761798,8.366509838,9,9,22.80242368,27.16920491,37.34258604,29.12620403,33.16715584,25.23364822,101131.7915,2.531758622,585.1804562,0.226859316,0.203105321,511.1
Tapoa,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,540.3431385,22,50,8,33,123.1247237,0,49.74625778,33.21210438,10.80686277,6,12,22.98690562,27.20184132,37.43733377,29.003887,32.60222115,25.09820653,101164.644,2.75379253,780.8551485,0.292806211,0.120894058,967.6
Gnagna,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,476.2565047,13,51,8,32,83.04204866,51.5938301,90.08479309,51.5938301,9.338362837,10,15,22.72110379,26.94279157,38.45322853,28.53145769,33.30964073,25.07703217,101109.5336,2.512693386,627.6479158,0.247259144,0.22921482,636.7
Yatenga,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,403.2233133,17,43,5,30,122.435791,0,39.89848328,27.45519927,9.377286355,5,10,22.72216954,27.48608274,39.29416069,28.50088118,33.68030279,24.95089479,101119.6752,2.634966819,540.5066387,0.143604479,0.082887504,427.9
Gnagna,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,477.1231665,21,46,5,30,78.74141698,0,45.82284164,27.11727274,10.37224275,7,15,22.77351858,26.7351964,37.83418958,27.75960158,33.14884588,24.61894965,101089.9408,2.497774749,692.9090223,0.238228678,0.207526174,934
Gnagna,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,499.1125407,23,47,5,30,123.6351299,42.1108605,56.90023422,42.1108605,10.61941576,7,10,22.63396993,27.10623896,38.22229291,28.84792053,33.70303838,25.09330096,101146.8346,2.429348203,649.5974382,0.219860668,0.228363041,435.2
Zoundweogo,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,516.7014501,22,45,8,33,58.50930181,0,49.81427765,29.26137452,11.48225445,6,10,23.0396858,26.71394028,35.62249886,27.53292742,31.468015,24.55066899,101202.6978,2.497396417,744.9197137,0.329010822,0.123965207,1019.3
Gnagna,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,468.4429314,19,52,2,39,30.0799064,0,47.99306107,30.0799064,9.008517911,6,6,22.72412615,26.93421887,38.61010005,27.31679026,32.7309092,24.83213366,101090.5538,2.592642843,649.3697159,0.256664211,0.227338839,790.4
Ioba,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,563.6762276,25,48,8,35,66.77372592,0,52.44141388,35.01351716,11.74325474,5,6,21.72807533,25.33974058,34.97323682,26.12361313,30.6990435,23.49232539,101222.0497,2.376568045,848.1998442,0.311075709,0.138201661,726.8
Gnagna,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,463.3838214,18,45,6,31,101.3808784,75.86048734,71.23023987,39.20096154,10.29741825,6,14,22.50892598,26.83717322,37.462271,30.11159614,33.55456505,24.48227692,101115.4631,2.582070539,596.2357182,0.220668798,0.225766494,475.8
Komandjoari,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,465.3086312,19,42,6,32,34.80890792,34.80890792,42.12807083,34.80890792,11.07877693,4,10,22.91653824,27.48978484,39.11981522,28.5712773,33.2788317,24.99925618,101137.2117,2.770155959,642.5154373,0.208373614,0.105128839,1036.8
Gnagna,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,527.1858841,22,49,6,33,43.26924557,43.26924557,58.12166214,43.26924557,10.75889559,8,8,23.23083908,26.71544112,38.83476366,27.32381257,33.12592446,25.00566437,101184.9573,2.446008945,691.7560854,0.291364889,0.25573052,751.4
Kompienga,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,516.3490485,18,48,7,31,130.005587,0,54.72652817,34.37349103,10.75727184,6,8,22.68756675,26.59686473,35.16723911,27.73866197,31.60909647,24.58769314,101182.9625,2.707318469,752.9137316,0.338873857,0.138175831,987
Gnagna,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,472.4234815,18,45,9,30,141.1344208,0,48.69504166,31.04068076,10.49829959,6,13,23.37551808,26.84339131,39.04090217,29.62492415,33.17339069,24.97344715,101148.528,2.548899183,653.9444878,0.243777642,0.238407782,641.4
Koulpelogo,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,469.9550918,19,43,7,31,95.11791775,0,50.5401001,33.01248182,10.92918818,4,9,22.6679171,26.50155414,35.13736974,27.43889989,31.39771238,24.44380625,101197.6136,2.619549842,674.0863475,0.399037345,0.137390799,1191.3
Gnagna,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,498.2570729,19,54,4,35,52.78574215,0,42.93972778,27.38184229,9.226982832,6,9,22.94243594,27.67014454,38.79491106,29.21822411,33.49011251,25.26634621,101179.4757,2.697622167,649.6887692,0.224550791,0.104129126,652
Gnagna,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,590.1822553,24,62,7,38,120.9911725,33.92573838,51.84317398,33.92573838,9.519068634,9,6,23.2239765,27.61965398,38.65751528,29.39923512,33.52315981,25.20889893,101170.355,2.338746874,729.9857514,0.271147549,0.086413923,753.9
Kourweogo,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,492.2756793,23,45,5,31,58.99788163,0,40.38959122,30.27844828,10.93945954,6,6,22.82383292,27.86064705,37.07714018,28.23566172,33.02866415,25.19039382,101165.2114,2.393411412,665.468549,0.261260249,0.101240643,745.5
Gnagna,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,547.7421209,20,52,5,43,30.99889522,0,51.6862793,30.99889522,10.53350233,8,9,23.18411142,27.3704917,38.14507073,29.29735336,33.34687098,25.2430552,101169.9452,2.433416166,710.7642957,0.274549415,0.096714944,959.6
Leraba,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,622.3222661,28,50,9,35,119.2645184,57.74434202,89.71987915,57.74434202,12.44644532,6,10,21.68643066,24.80952952,34.07673675,26.77195816,30.45872761,23.29036708,101290.324,2.081665787,1004.395956,0.356806626,0.224786443,1080
Loroum,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,326.7564347,13,35,2,23,49.85301849,0,35.64326477,24.93355245,9.335898134,5,10,22.79014584,27.84669699,40.22640488,28.83777889,34.16697812,25.18652494,101093.9406,3.074904689,453.9179114,0.143171501,0.073774775,256.7
Nayala,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,441.6531337,19,40,7,30,74.79734416,0,39.67643738,25.2530898,11.04132834,6,8,21.92118093,26.58975563,37.11179843,27.02332761,32.06162667,23.99781144,101159.5485,2.396276367,626.1965785,0.227150326,0.106416114,912
Gourma,2003,0.296666667,0.093333333,63.66666667,-13.3,-0.013333333,0.736666667,0.416666667,-1.136666667,0.02,0.133,0.245666667,0.916666667,602.4285118,23,50,10,33,131.8754545,41.81036308,65.08226013,41.81036308,12.04857024,6,14,23.52346409,26.90422291,36.7811164,28.00600838,32.06810992,24.95840979,101203.3154,2.525351191,860.3589806,0.327976002,0.14081609,844.2
Noumbiel,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,572.0259717,23,46,8,34,142.5459614,47.85659374,69.33167267,47.85659374,12.43534721,5,8,21.69348164,24.62086634,34.76723653,25.91307395,30.06252253,23.13577911,101270.2877,2.397932859,968.9668718,0.345954329,0.192630307,806.7
Gourma,2004,-0.153333333,0.3,1.333333333,11.72666667,0.25,0.64,0.24,1.613333333,0.15,0.085,-0.246333333,0.496666667,530.2237493,20,53,9,33,88.51094749,0,53.30064392,32.84318394,10.00422168,9,17,22.93559439,27.08672318,36.24090383,28.5074391,32.07901658,24.87115627,101184.8039,2.603774091,805.0693388,0.274415099,0.280358701,1145.7
Gourma,2005,-0.01,0.913333333,61.66666667,-14.10666667,-0.44,0.81,-0.32,4.65,0.726666667,0.292,-0.397333333,1.353333333,588.4210006,21,48,10,37,128.9302896,35.25532638,51.00652695,35.25532638,12.25877085,8,10,23.269951,26.57766101,36.00821739,28.74580712,32.28523654,24.99549039,101199.2159,2.797372226,875.5038431,0.285221013,0.285156757,852.2
Tuy,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,515.5545275,23,50,6,35,0,0,48.37334442,29.24457767,10.31109055,5,6,21.90037047,25.68051927,35.11095867,26.25314981,30.89401045,23.66006007,101219.7126,2.409840921,809.1517199,0.343190752,0.140851379,683.9
Gourma,2006,0.32,0.453333333,-22.66666667,8.943333333,0.446666667,0.666666667,-0.953333333,0.733333333,0.316666667,0.267333333,0.455,0.64,532.1589123,27,53,5,40,0,0,48.78527451,24.48016999,10.04073419,7,10,22.83699754,26.34147032,35.6550745,27.97173157,31.95423885,24.52539977,101174.4153,2.648252911,736.0979323,0.285025201,0.290715998,1042.7
Yagha,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,387.4506057,17,43,4,24,29.77171354,0,41.27499771,29.77171354,9.010479203,5,11,23.40423777,28.21711771,40.19272295,29.29935506,34.33655526,25.69489435,101089.97,2.869768201,532.9816157,0.213392478,0.072142187,553.3
Gourma,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,557.1096709,21,54,8,31,141.0139595,49.73424299,75.70100403,49.73424299,10.31684576,10,15,22.70845405,26.33198222,37.67815723,27.88859925,32.10745281,24.71213497,101150.9871,2.627900536,791.9505934,0.299082693,0.316053361,436.8
Gourma,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,579.7541878,22,50,10,33,76.968149,42.83631015,67.40379333,42.83631015,11.59508376,10,15,22.67832797,26.11480368,36.79376732,26.95508816,31.91973244,24.44767854,101132.26,2.580640337,836.0452148,0.293972479,0.313900315,690.3
Ziro,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,535.5426669,26,42,9,30,28.17012726,0,46.85111618,28.17012726,12.75101588,5,7,22.78658108,26.48123508,36.28046009,27.18418705,31.40255844,24.24297857,101213.7211,2.434721613,761.1927824,0.311039115,0.15715715,754.5
Gourma,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,573.7833793,23,53,7,35,95.94546734,35.83591124,65.62184143,35.83591124,10.8261015,7,10,22.57031317,26.53976337,36.20692218,27.36203346,32.44340278,24.67948817,101185.4956,2.553812274,843.0434997,0.284852284,0.313265749,1046.9
Zondoma,2002,0.376666667,-0.113333333,-74.66666667,13.81666667,0.56,0.773333333,0.106666667,-3.733333333,-0.12,-0.058,0.574,-0.433333333,409.1308802,17,40,6,28,78.00802033,0,37.23004913,26.09839985,10.22827201,5,8,22.40178517,27.0609213,37.5136711,27.57857392,32.98803575,24.57729534,101144.8034,2.487826627,548.0535185,0.162312982,0.102632576,589.1
