province,year,driver.TSA,Driver.TNA,sahel_rainfall,QBO,NAO,gmsst,EA,AMM_sst,Driver.NTA,AMO_sst,Driver.AO,PDO,PRCPTOT,R10mm,R1mm,R20mm,R5mm,R95pTOT,R99pTOT,RX1day,RX5day,SDII,CWD,CDD,TNn,TNx,TXx,TXn,Chirts_Tmax_Temp,Chirts_Tmin_Temp,ERA5_Pressure,ERA5_wins,chirps_Prec,ERA5_soil_moisture,NDVI,Mil.rendement
Namentenga,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,458.4521354,18,47,3,31,77.10108167,77.10108167,77.35902405,42.07084123,9.754300752,6,13,22.61379134,26.75167759,37.34188492,30.13861041,33.49990966,24.41327763,101112.0426,2.687121868,603.6106341,0.201794738,0.202229097,475.5
Namentenga,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,545.7466275,24,50,7,36,87.39522952,64.57233118,58.80158234,33.80690841,10.91493255,9,8,22.91897168,26.53535778,38.25600978,28.06001174,32.90670792,24.72975697,101182.6202,2.517762357,701.7062109,0.278151643,0.225303797,775.7
Namentenga,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,420.5632174,15,47,5,30,119.6259736,0,46.22732925,25.52386774,8.948153562,7,10,23.07281605,26.68072182,38.7230342,29.49239695,33.15027075,24.75059567,101142.775,2.658670054,575.3600565,0.227505817,0.202180388,931.4
Namentenga,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,461.3194624,17,50,5,32,105.932856,0,44.93470383,28.47132043,9.226389247,5,9,22.55344297,27.10082949,39.06713137,29.15473394,33.48831618,24.92773342,101172.6012,2.796417504,620.9678286,0.204498797,0.091453533,741
Namentenga,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,539.271745,20,61,6,41,132.3634127,0,48.3848381,29.93040081,8.84052041,7,5,22.96100347,27.35203134,38.80174895,29.23200666,33.36209337,25.04386074,101168.6151,2.428403223,676.0137138,0.255829612,0.074222034,1080.1
Namentenga,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,550.3352381,23,53,6,39,35.23665176,35.23665176,62.74730682,35.23665176,10.38368374,8,12,22.80967301,26.86480637,37.89069225,28.70809633,33.27612453,24.92565365,101166.4284,2.555756843,687.2724886,0.253110322,0.084650262,570.3
Nayala,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,574.1178516,23,53,4,40,62.39799744,62.39799744,74.48265076,62.39799744,10.83241229,9,9,21.91054721,25.99681433,35.28561551,28.15303843,31.68341209,24.01635271,101145.5199,2.250107257,732.6151487,0.254907853,0.298713996,1058.7
Noumbiel,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,489.1622307,20,57,4,36,0,0,42.4171524,22.23106704,8.581793522,8,13,22.12916811,24.42032926,34.47436027,26.89885041,30.09738778,23.41898211,101239.6497,2.441212488,860.7374786,0.370297737,0.320167205,1221.5
Tuy,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,579.9090701,24,58,6,36,91.64223047,0,61.1256752,31.21326168,9.998432243,6,11,22.36199915,25.41972411,33.98947986,27.34407622,30.66291904,23.70935732,101196.7458,2.367975026,837.4093956,0.351484992,0.334625762,657.9
Yagha,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,451.6267111,19,42,5,29,122.748125,71.14382583,50.21802521,37.93677166,10.75301693,6,10,22.7882383,27.70094338,39.68016725,28.83613555,34.00619476,25.5835996,101076.8143,2.69132253,564.3815967,0.234603024,0.171796335,522.9
Ziro,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,663.3944968,26,60,8,36,170.2036874,97.70897077,72.68228149,53.96113673,11.05657495,10,8,23.06083897,25.99068801,35.50721151,28.04879625,31.31455341,24.46736589,101194.0517,2.355657147,892.7427282,0.316779561,0.346750647,1024.5
Zondoma,2007,0.316666667,0.256666667,-56,-13.52333333,-0.103333333,0.903333333,0.556666667,0.103333333,0.18,0.107,0.294333333,0.05,547.6349489,21,50,5,34,97.99680638,68.81621796,80.98480225,68.81621796,10.95269898,7,10,21.65683519,26.27282624,36.21202952,28.65914125,32.19529566,24.1282141,101133.3851,2.303357625,686.6347022,0.198892305,0.300790871,889.9
Nayala,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,517.4466098,23,48,5,36,90.38738572,35.22245403,43.31292725,35.22245403,10.7801377,6,14,21.94090203,25.97278939,36.50826437,28.12110136,31.48683809,23.74943924,101123.0774,2.27287288,670.9577248,0.261684968,0.296659892,769.3
Nayala,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,561.1579487,27,54,8,38,49.67032103,0,35.29706192,24.96418527,10.39181387,7,6,22.29757849,26.02261337,36.6017037,26.85849885,31.82973168,23.84640399,101188.6212,2.13164842,798.6159122,0.243591374,0.273164147,1037.8
Nayala,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,592.2361201,27,55,9,39,80.18611897,0,39.18907928,33.04320328,10.76792946,9,7,22.15135615,25.69437071,38.64307355,26.80293759,31.50005522,23.94123687,101120.2956,2.276548435,830.8150432,0.284912114,0.273210955,1134.6
Nayala,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,451.3160212,20,51,3,35,55.18641605,0,42.19115829,29.21290515,8.849333749,5,6,21.82417191,25.44894964,36.53590344,27.69747393,32.12889746,23.3088224,101150.051,2.265396357,660.5094365,0.199707183,0.276278736,711.8
Nayala,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,694.9378883,28,57,10,42,174.7569886,85.65428413,59.65516281,43.50628331,12.19189278,5,9,21.74825912,25.2485377,36.43621753,26.99030753,31.34108809,23.59353226,101221.2631,2.146147091,910.597446,0.278646406,0.272329496,1111.9
Nayala,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,550.8183522,21,55,6,32,108.8279876,108.8279876,58.0815506,37.06379686,10.01487913,9,6,22.13541801,25.70250101,35.73671457,27.45012732,31.69830569,23.7316917,101179.0937,2.228221662,717.7551634,0.253733743,0.268761107,978
Nayala,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,497.8697798,22,51,3,35,55.70421114,0,46.74512482,31.29379747,9.762152545,6,12,21.79403403,25.67736777,37.45492053,27.56484719,31.81654556,24.06100797,101217.6419,2.359774266,688.2546122,0.227729592,0.131190584,951
Nayala,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,699.0616496,31,61,9,47,139.7963732,0,55.45952225,32.32860789,11.46002704,15,6,22.13851352,26.00213746,37.97435825,26.75146343,31.62531039,23.98627296,101202.6618,2.070840929,860.5718755,0.28706869,0.112303045,714.1
Nayala,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,605.4180678,24,55,6,43,78.16044612,0,47.34061432,27.55168841,11.00760123,7,11,21.85309107,26.0628113,37.25346652,27.51861821,31.72747104,24.0297628,101200.6665,2.173123484,788.7804659,0.261536927,0.120883288,597.2
Oubritenga,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,522.3050962,25,49,7,35,32.66249466,0,48.68013763,32.66249466,10.65928768,6,10,22.50553553,26.32297849,37.30586153,27.70866408,32.49327537,24.23818323,101116.3473,2.274917046,693.9661042,0.284869937,0.245004401,590.4
Oudalan,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,202.8227692,7,33,1,14,41.62785752,0,44.6983223,24.61970854,6.146144521,5,18,23.73646356,28.16436301,40.53076722,30.43512272,35.58671037,25.93336319,101001.4181,3.51600363,300.424808,0.152661829,0.134580405,394.6
Passore,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,512.6655211,22,52,4,35,29.98793062,0,38.30354309,29.98793062,9.85895233,8,14,22.10460231,26.15597271,36.91116797,28.19100676,32.17214005,23.96002769,101118.1902,2.27349928,664.3350321,0.226701628,0.282364999,623.6
Noumbiel,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,740.07712,28,54,10,45,184.6739191,154.2002183,92.17017365,64.48707195,13.70513185,7,8,21.65162663,24.24652821,34.27484767,26.48826898,29.82698685,22.84285236,101210.917,2.294751182,1058.272698,0.383468874,0.331892088,417.7
Poni,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,714.3005857,28,56,11,42,231.0010877,104.3752298,84.36396027,61.51896634,12.7553676,8,8,21.67945193,24.55662738,34.34835308,26.80800734,29.88669266,22.94203372,101205.9614,2.367395569,1004.137913,0.384264267,0.325763023,731
Noumbiel,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,593.6840988,22,52,8,41,111.2440681,48.58135962,69.59314728,48.58135962,11.4170019,10,8,21.79015192,24.22472576,33.6659584,26.32473838,30.01161173,22.99997178,101280.2952,2.158650624,1036.304074,0.365030552,0.337293972,1227.1
Noumbiel,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,621.1609866,22,53,12,33,212.3671986,46.51309368,65.10204315,46.51309368,11.72001862,8,17,21.84652791,24.70602496,34.57939677,26.25749982,30.17691625,23.33021905,101214.0682,2.447981359,1117.549868,0.381661725,0.314974112,640.1
Sanguie,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,584.1312271,27,51,8,35,97.25912535,40.47652309,65.91814423,40.47652309,11.45355347,8,14,21.89348298,25.31045378,35.72858512,26.94360654,31.03276236,23.48378158,101140.8528,2.261589692,766.1734637,0.257411936,0.293922854,755.4
Noumbiel,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,568.4337695,26,55,3,43,28.69026297,0,36.35146713,28.69026297,10.33515944,7,8,21.37873638,24.15549183,33.390053,25.63311513,29.93235478,22.83128935,101248.2439,2.243863047,968.7176267,0.368283349,0.332435259,793.3
Sanmatenga,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,467.1559515,21,50,1,35,0,0,41.51256943,21.3530693,9.34311903,7,14,22.47921235,26.53211663,38.04529311,28.710282,33.07338078,24.37266664,101090.6656,2.577443205,623.3821134,0.209504072,0.21001676,956.3
Noumbiel,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,574.9055956,25,48,6,40,100.8359318,0,75.7663269,34.62628377,11.97719991,8,9,21.86081725,24.27138908,33.42864334,25.99935407,30.04577693,23.14758257,101311.9477,2.34105468,1063.09253,0.370780333,0.319944678,431.6
Noumbiel,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,446.2878468,19,46,3,32,0,0,50.43321609,26.88263563,9.701909713,4,21,22.08428509,24.33513196,35.41176761,26.63536696,30.10352249,23.17638983,101277.2572,2.371801352,727.7406132,0.348663951,0.319341067,260.6
Seno,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,304.0347603,10,39,2,25,51.75589561,30.58787235,48.1638031,30.58787235,7.795763085,7,17,23.54602851,27.49343253,39.22944803,29.81291293,34.4190814,25.52706651,101042.7856,3.132744425,474.9708363,0.25086413,0.14175775,353.7
Noumbiel,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,438.170104,18,50,2,32,56.3673745,0,52.19997406,29.21239764,8.763402081,5,11,22.03785696,24.54532742,34.08624862,26.53942855,30.42878798,23.36799264,101319.7988,2.373701054,909.6505012,0.35043698,0.225582821,341
Sissili,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,684.9018447,28,55,11,39,138.2928328,47.02552826,76.42184448,47.02552826,12.45276081,8,10,22.20592966,25.32887712,34.71137284,26.12352978,30.52067415,23.5000491,101176.6758,2.286200119,916.1259441,0.337727585,0.348603416,1087.6
Noumbiel,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,592.3991334,27,47,12,35,0,0,59.81751251,26.66144619,12.60423688,7,12,21.95525374,24.49640973,34.51022971,26.61769509,30.27072819,23.18325047,101285.7786,2.223191378,914.4276576,0.349046732,0.266993341,1107.1
Soum,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,276.3797021,10,46,0,21,19.37283645,0,45.25230789,19.55957397,6.008254393,6,16,22.58207199,27.3498456,39.07110749,29.42890883,34.25892727,24.91483196,101036.4803,3.195917085,382.1957938,0.197666546,0.160304979,611
Noumbiel,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,606.4755983,27,55,7,40,106.1433766,39.1074324,63.33526611,39.1074324,11.02682906,7,8,22.31785694,24.89794352,33.70151626,26.64176373,30.24315553,23.72361292,101290.1918,2.178864687,994.206685,0.383192341,0.246066338,2652.6
Sourou,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,482.9876566,18,50,3,37,30.57911468,0,41.5010643,30.57911468,9.659753132,5,14,22.13062321,26.39047508,36.74861542,28.45983021,32.24908884,23.95610595,101100.6672,2.326857317,632.4635134,0.251957478,0.282470967,487.7
Tapoa,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,580.5776821,23,61,6,33,148.6048747,87.80317084,99.0045166,50.96295648,9.51766692,9,15,23.47264991,26.8960339,37.02623229,27.2754581,32.31898384,25.18963167,101126.4895,2.597920354,814.198928,0.287015885,0.334501137,1069.8
Yatenga,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,507.8515977,22,54,1,39,0,0,41.00476074,21.17640926,9.404659217,7,7,22.00245904,26.31150414,37.05604829,28.40475862,32.77520406,23.92180373,101089.0773,2.501859219,655.3124041,0.168234055,0.214492705,750.3
Zoundweogo,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,609.7462823,25,46,11,32,105.6476502,0,52.50896072,36.74187269,13.25535396,4,8,22.42799881,25.80167584,35.7669363,26.13970123,31.26401046,23.87830761,101155.7942,2.359440915,837.6116184,0.337940206,0.306286339,742.2
Oubritenga,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,608.3240048,27,48,10,39,137.7533107,45.67616198,66.69638062,45.67616198,12.67341677,6,6,22.82368061,26.80455279,37.47485309,28.19029976,33.23622789,24.79155912,101175.9279,2.163770714,807.5428224,0.258412517,0.260399055,583.8
Oubritenga,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,571.1759072,21,52,6,38,159.8626662,0,54.59505463,35.82244966,10.98415206,7,8,22.75873357,26.77923637,37.75037182,27.04283585,32.63397822,24.78027131,101114.9477,2.309659226,815.4082965,0.287163583,0.237483251,836.7
Oubritenga,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,478.5671874,19,48,5,29,79.64705356,43.56633583,54.67564774,43.56633583,9.970149738,6,8,22.62665745,26.47587304,36.8244105,28.82811594,33.04409359,24.45087373,101145.5382,2.283658739,683.897867,0.255587395,0.240460107,651.3
Oubritenga,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,685.8233294,30,52,13,39,106.0532944,77.99758851,54.11758041,41.37171397,13.18891018,6,8,22.96695347,26.17226404,37.07410482,27.20750818,32.50747166,24.46312284,101212.1239,2.162449027,875.2589732,0.306429354,0.259596182,791.4
Oubritenga,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,499.0262803,22,47,6,35,60.38816174,0,46.59714508,30.54715567,10.61758043,5,8,23.36980822,26.63318225,36.91074663,29.06970546,32.80355746,24.84251019,101174.5852,2.267526506,663.1418328,0.283529134,0.215119324,854.7
Oubritenga,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,525.9567439,24,50,4,34,96.82617479,40.26143029,59.20033264,40.26143029,10.51913488,7,7,22.49041975,26.82341478,37.83310824,28.35472666,32.81710852,24.71107334,101207.7788,2.406291623,733.2237113,0.255688649,0.103696334,769
Oubritenga,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,606.676214,26,58,9,41,94.31093566,0,56.70703506,33.97049515,10.45993472,9,7,22.86754177,27.12252749,37.937942,28.80280634,32.91447904,24.92545269,101196.342,2.080017899,782.6563074,0.295538273,0.088576221,752.4
Tuy,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,730.7081208,31,52,13,41,160.9669906,60.86885646,76.55252075,60.86885646,14.05207925,8,6,21.88106354,25.16368619,34.88722823,26.96070758,30.36936067,23.22187399,101173.2326,2.298280356,938.2652499,0.365112942,0.326059705,959.6
Oubritenga,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,652.4398548,29,55,10,43,128.4622805,45.95105181,67.62532806,45.95105181,11.86254281,8,8,22.62656143,26.94680573,36.77283147,27.74487355,32.81731476,24.90678359,101197.6174,2.197253681,823.9873412,0.305826161,0.094596174,749.5
Yagha,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,418.8764469,20,44,3,29,56.17898235,0,50.67786407,30.51750222,9.519919247,9,9,23.29753457,27.31082981,39.15309998,28.71240327,34.00906428,25.39550363,101060.2341,2.734236663,599.4537934,0.213507699,0.156378882,560.8
Ziro,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,650.2542917,27,51,10,37,169.0720498,47.31281542,56.45822906,47.31281542,12.75008415,8,7,22.32771195,25.79717337,35.22220632,26.09608155,31.02073452,23.8518245,101169.8472,2.336438259,859.2872872,0.331862641,0.347644764,1045.2
Zondoma,2008,0.72,0.253333333,70,10.47,-1.316666667,0.626666667,0.13,-1.033333333,0.093333333,0.144666667,-0.583333333,-1.41,527.5028454,23,47,6,40,27.28545389,0,43.57610703,27.28545389,11.2234648,4,9,21.91399378,26.11083844,36.46882272,28.03338829,32.15449418,23.78833854,101111.1203,2.359648389,677.0871751,0.189111529,0.274997727,566.0166667
Oudalan,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,273.6600182,10,44,0,21,0,0,33.70346832,20.20772878,6.219545869,4,9,23.5777139,28.97761227,41.84336231,31.28602499,36.31152246,26.28329442,101057.3535,3.438830459,345.1871348,0.153913064,0.143197681,504
Oudalan,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,327.1947863,12,48,1,29,21.12952525,0,35.05899429,21.12952525,6.816558047,10,10,23.57498818,28.62278816,42.21734689,29.32750818,35.2106527,26.19785644,101005.7377,3.424162881,402.5952021,0.198740012,0.172655379,711.1
Oudalan,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,367.4941393,13,48,1,31,40.49971291,0,49.48897552,21.01215999,7.656127902,6,17,23.51328441,28.27315154,41.33453041,31.43476605,35.76316254,25.89197163,101024.7215,3.510454912,419.2657854,0.152917708,0.150913517,391
Oudalan,2012,-0.11,0.076666667,41,-21.85,-0.89,0.883333333,-0.683333333,-0.533333333,0.016666667,0.168333333,-0.179666667,-0.8,459.6697938,18,48,3,36,113.7190396,53.88904478,59.53789902,28.78574606,9.576454037,6,10,23.357418,27.52760679,40.60263864,30.34051505,34.81170796,25.38016696,101100.9538,3.462972627,537.3727481,0.217091631,0.144758146,480.4
Oudalan,2013,0.37,0.496666667,-13.66666667,11.47,0.67,0.803333333,-1.586666667,2.066666667,0.41,0.081333333,0.455,-0.286666667,289.4529643,9,49,1,21,20.20468272,0,44.25915146,20.20468272,5.907203353,7,10,23.37284711,27.62831433,41.25909456,31.06739598,35.27879798,25.50316201,101050.7293,3.592186579,374.1707518,0.162667689,0.105489263,535.2
Oudalan,2014,0.393333333,-0.106666667,133.6666667,-3.213333333,-0.426666667,0.95,-0.063333333,-3.923333333,-0.066666667,-0.024333333,0.309666667,1.25,293.5039393,12,38,2,23,40.6896199,0,36.66640091,20.57005423,7.723787877,6,14,23.67625998,28.60166196,43.10170342,31.35968481,35.88567365,25.9083604,101078.7972,3.720420835,362.7956125,0.169495728,0.065806537,182
Oudalan,2015,0.4,-0.076666667,-81,-11.51,0.356666667,0.893333333,-0.386666667,-4.62,-0.086666667,-0.013,0.802,1.393333333,372.0165861,13,47,3,27,77.7513519,34.6873936,46.21173096,34.6873936,7.915246513,7,13,23.69311465,28.31729118,42.43189641,30.51473643,35.45187651,26.07748601,101094.2901,3.242707582,442.283047,0.203258378,0.062725252,378.6
Oudalan,2016,0.473333333,0.363333333,64.66666667,2.29,-0.18,1.206666667,-1.446666667,-0.53,0.296666667,0.296,-0.258333333,2.333333333,327.1378241,10,44,3,25,130.4997466,26.90091058,41.30828094,26.90091058,7.434950548,7,11,23.74171435,27.95027679,42.06512299,30.72872382,35.60200057,25.77937876,101078.9639,3.435929315,392.3956062,0.1753255,0.073107312,332.3
Passore,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,578.3380906,27,47,9,39,80.93234532,0,61.35718536,28.82959704,12.30506576,8,9,22.70058245,26.60308064,36.54652017,27.95492438,32.91160271,24.49582589,101182.0301,2.14243429,800.9804931,0.224467926,0.28414119,882.7
Poni,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,601.4519645,23,56,8,41,66.36477076,0,59.47432709,34.74764113,10.74021365,12,10,21.60181437,24.37585154,33.48452793,26.33753218,29.92711771,22.94568421,101275.6277,2.207852524,995.6713908,0.375874345,0.324223324,676.5
Sanguie,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,640.5210562,26,57,11,36,92.46881751,39.54545339,60.9712944,39.54545339,11.23721151,8,9,22.13096042,25.53633916,35.64864078,26.77248805,31.59436788,23.70314484,101206.0724,2.12740092,906.9234359,0.234138006,0.291765226,672.2
Sanmatenga,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,527.3448593,24,52,6,31,93.29593307,41.74823051,66.44135284,41.74823051,10.14124729,8,9,22.73081363,26.94749917,38.42298927,28.79876688,33.77922234,25.00018405,101150.5082,2.474160998,676.3101304,0.192082963,0.22431432,453.3
Seno,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,323.2469334,12,46,4,24,91.28608957,0,40.31346512,24.42341278,7.027107248,5,8,23.33522486,28.41711055,40.07704632,30.45681004,35.12480521,26.07903359,101097.1415,3.061393571,427.1604931,0.241122866,0.159422258,407.3
Sissili,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,646.7260257,27,60,8,40,116.5987134,0,74.08045197,31.30882868,10.7787671,8,10,22.25559682,25.50516752,34.47244994,26.71221797,31.04287619,23.89291054,101242.8887,2.166977201,954.8605635,0.315175238,0.352233485,915.6
Passore,2010,0.716666667,1.286666667,79.66666667,-24.96666667,-0.926666667,0.97,-1.543333333,5.193333333,1,0.431666667,-0.402333333,0.393333333,541.5729979,19,58,6,39,83.17979885,0,42.28122711,32.7046292,9.337465482,6,8,22.75688568,26.45027368,38.44483126,27.38870941,32.37799391,24.56890326,101117.18,2.282749906,759.6196018,0.251939899,0.256096091,765.4
Soum,2009,0.633333333,-0.163333333,-18.66666667,1.733333333,0.113333333,0.826666667,0.9,-4.306666667,-0.213333333,-0.036,0.272,-0.946666667,375.9310917,18,43,0,31,59.16752184,0,38.7397728,19.76223214,8.742583527,6,8,23.22253762,28.08451566,39.84883769,30.83842249,35.18026522,25.8560971,101099.1934,3.074388042,473.2485561,0.196159008,0.162155732,485.1
Passore,2011,0.33,0.443333333,-34,8.21,0.52,0.76,-0.206666667,0.996666667,0.346666667,0.127666667,0.460666667,-0.493333333,448.8422292,18,49,4,28,95.0991837,40.49410931,56.89624405,40.49410931,9.160045493,5,6,22.31931821,25.95262029,36.95020566,28.34208494,32.88623678,23.88976605,101146.0905,2.259915958,637.1430155,0.187025515,0.255041469,306
